subId,lat,locationPrivate,locName,obsDt,sciName,howMany,locId,obsValid,speciesCode,obsReviewed,lng,comName
S18544606,49.2188889,False,Iona Island Inner Ponds (NOW CLOSED TO PUBLIC),2014-05-24 20:00,Calidris mauri,1,L339172,True,wessan,False,-123.2055556,Western Sandpiper
S18560679,37.532599,False,Modesto WTP (restricted access),2014-05-25 08:05,Calidris mauri,1,L246766,True,wessan,False,-121.0912228,Western Sandpiper
S18616456,42.950819,False,Summer Lake Wildlife Area,2014-05-25 18:30,Calidris mauri,3,L444656,True,wessan,False,-120.7639503,Western Sandpiper
S18560591,48.8270399,False,"Ferndale Flats, N of Slater Road",2014-05-25 16:35,Calidris mauri,1,L1287940,True,wessan,False,-122.6167774,Western Sandpiper
S18828517,64.8540795,True,Teller Road--37 Mile Ridge,2014-05-25 17:30,Calidris mauri,1,L1544669,True,wessan,False,-166.0847947,Western Sandpiper
S18555686,49.0712232,True,"Long Beach, Incinerator Rock",2014-05-25 11:50,Calidris mauri,3,L721013,True,wessan,False,-125.7661629,Western Sandpiper
S18574417,36.6608009,False,Salinas WTP (no public access),2014-05-26 12:45,Calidris mauri,6,L335151,True,wessan,False,-121.7180536,Western Sandpiper
S18587546,45.7552476,False,Oswald West SP--Smuggler's Cove Overlook,2014-05-26 08:00,Calidris mauri,2,L1298539,True,wessan,False,-123.9633751,Western Sandpiper
S18569580,46.893277,False,Bottle Beach,2014-05-26 10:42,Calidris mauri,25,L268372,True,wessan,False,-124.0468136,Western Sandpiper
S18579111,61.2075708,False,Chester Creek & Fish Creek Mouths (Audubon Bench & Fish Creek Bench),2014-05-26 18:49,Calidris mauri,4,L716993,True,wessan,True,-149.9289732,Western Sandpiper
S18579669,51.8031484,False,Triquet Island,2014-05-26 12:00,Calidris mauri,1,L2882376,True,wessan,False,-128.2464981,Western Sandpiper
S20580735,60.424445,False,Marsh Lake--Judas Creek mouth,2014-05-26,Calidris mauri,1,L553528,True,wessan,True,-134.2426729,Western Sandpiper
S18993600,30.5015645,True,Northern Bahia San Quintin,2014-05-26 08:00,Calidris mauri,1,L2959779,True,wessan,False,-115.991807,Western Sandpiper
S18593612,37.4887844,False,Don Edwards NWR--Ravenswood Salt Pond SF2,2014-05-27 09:25,Calidris mauri,1,L998470,True,wessan,False,-122.1341944,Western Sandpiper
S51592736,42.950819,False,Summer Lake Wildlife Area,2014-05-27,Calidris mauri,1,L444656,True,wessan,False,-120.7639503,Western Sandpiper
S18587121,46.893277,False,Bottle Beach,2014-05-27 10:34,Calidris mauri,2,L268372,True,wessan,False,-124.0468136,Western Sandpiper
S18597099,59.6038316,False,Homer Spit--Boat Harbor entrance,2014-05-27 18:40,Calidris mauri,2,L2155797,True,wessan,False,-151.415205,Western Sandpiper
S19048408,28.4610029,False,Estero Cardonal,2014-05-27 11:30,Calidris mauri,2,L1585554,True,wessan,False,-111.7038983,Western Sandpiper
S18612082,45.3817834,False,Tualatin River NWR--Atfálat'i Unit,2014-05-28 14:50,Calidris mauri,1,L498314,True,wessan,False,-122.8312254,Western Sandpiper
S18823995,64.8176927,True,Teller Road--34 Mile Ridge,2014-05-28 12:45,Calidris mauri,12,L1544668,True,wessan,False,-165.9920975,Western Sandpiper
S18630474,64.4831392,False,Nome River Mouth,2014-05-29 20:45,Calidris mauri,1,L279360,True,wessan,False,-165.3024186,Western Sandpiper
S18622899,36.7047606,False,Fresno WTP,2014-05-30 08:52,Calidris mauri,1,L489350,True,wessan,False,-119.8916531,Western Sandpiper
S18627939,46.893277,False,Bottle Beach,2014-05-30 17:45,Calidris mauri,12,L268372,True,wessan,False,-124.0468136,Western Sandpiper
S18719788,64.5876078,True,Glacier Creek Road,2014-05-30 19:28,Calidris mauri,1,L1846804,True,wessan,False,-165.4487085,Western Sandpiper
S18630091,49.1175908,True,"Tofino, Jensen's Bay",2014-05-30 02:25,Calidris mauri,6,L473166,True,wessan,False,-125.8814335,Western Sandpiper
S18642671,44.3352042,False,Redmond Sewage Ponds (closed for construction),2014-05-31 19:36,Calidris mauri,5,L1637039,True,wessan,False,-121.2192706,Western Sandpiper
S18640643,47.1248819,False,Griffiths-Priday State Park,2014-05-31 16:30,Calidris mauri,12,L784288,True,wessan,False,-124.1828041,Western Sandpiper
S18854755,64.4455572,True,Nome shorebird plot - East,2014-05-31 11:45,Calidris mauri,9,L2920465,True,wessan,False,-164.9304056,Western Sandpiper
S18643308,49.0699049,False,Delta—Boundary Bay 96-88 St. (mansion),2014-05-31 18:15,Calidris mauri,7,L341182,True,wessan,False,-122.9679319,Western Sandpiper
S18813846,42.950819,False,Summer Lake Wildlife Area,2014-06-01 08:00,Calidris mauri,4,L444656,True,wessan,True,-120.7639503,Western Sandpiper
S18719765,64.442521,True,Nome-Council Rd MP15 Nome Camp,2014-06-01 23:45,Calidris mauri,25,L2173012,True,wessan,False,-164.976368,Western Sandpiper
S18669380,33.7026531,False,Bolsa Chica Ecological Reserve,2014-06-02 17:30,Calidris mauri,5,L164929,True,wessan,False,-118.050735,Western Sandpiper
S27366720,43.5666017,False,Tenmile Creek Estuary,2014-06-02,Calidris mauri,1,L742822,True,wessan,False,-124.2276478,Western Sandpiper
S18669708,64.5585058,False,Nome-Council Rd.--Solomon,2014-06-02 19:00,Calidris mauri,1,L927270,True,wessan,False,-164.4438634,Western Sandpiper
S18685649,37.576,False,Ceres WTP,2014-06-03 11:07,Calidris mauri,1,L594360,True,wessan,False,-120.970675,Western Sandpiper
S18766058,63.7793007,False,Gambell (general area),2014-06-03 19:01,Calidris mauri,30,L246497,True,wessan,False,-171.7214584,Western Sandpiper
S18691457,37.6233925,False,Hayward Regional Shoreline--Interpretive Center,2014-06-04 13:45,Calidris mauri,3,L587721,True,wessan,False,-122.1372843,Western Sandpiper
S18703182,42.950819,False,Summer Lake Wildlife Area,2014-06-04 08:45,Calidris mauri,2,L444656,True,wessan,True,-120.7639503,Western Sandpiper
S18889828,64.517291,True,Nome - Council Rd Mile 28.5,2014-06-04 21:40,Calidris mauri,30,L2938928,True,wessan,False,-164.5548105,Western Sandpiper
S19062883,28.7914163,False,Estero Santa Cruz,2014-06-04 06:58,Calidris mauri,2,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S18703222,41.832863,False,Lake Tolowa,2014-06-05 18:40,Calidris mauri,2,L485952,True,wessan,False,-124.2165756,Western Sandpiper
S18719573,64.51377,True,Safety Sound Bridge to Solomon,2014-06-05 22:52,Calidris mauri,30,L2906433,True,wessan,False,-164.56613,Western Sandpiper
S18712626,41.832863,False,Lake Tolowa,2014-06-06 19:20,Calidris mauri,1,L485952,True,wessan,False,-124.2165756,Western Sandpiper
S18713333,64.4831392,False,Nome River Mouth,2014-06-06 11:30,Calidris mauri,3,L279360,True,wessan,False,-165.3024186,Western Sandpiper
S18738614,33.7026531,False,Bolsa Chica Ecological Reserve,2014-06-07 08:50,Calidris mauri,,L164929,True,wessan,False,-118.050735,Western Sandpiper
S18724163,64.5585058,False,Nome-Council Rd.--Solomon,2014-06-07 18:45,Calidris mauri,80,L927270,True,wessan,False,-164.4438634,Western Sandpiper
S18781836,42.825,False,Summer Lake,2014-06-08 14:00,Calidris mauri,1,L159605,True,wessan,True,-120.7456,Western Sandpiper
S18736520,64.5243802,True,Milepost 28,2014-06-08 16:30,Calidris mauri,2,L2909842,True,wessan,False,-164.5243835,Western Sandpiper
S18746775,36.8404781,False,Elkhorn Slough--Estrada & North marsh and/or Kirby Park,2014-06-09 08:45,Calidris mauri,6,L802931,True,wessan,True,-121.7424688,Western Sandpiper
S18747377,65.2592929,False,Teller (town),2014-06-09 16:30,Calidris mauri,10,L595793,True,wessan,False,-166.3549805,Western Sandpiper
S18872753,64.4831392,False,Nome River Mouth,2014-06-10 20:58,Calidris mauri,8,L279360,True,wessan,False,-165.3024186,Western Sandpiper
S18756577,48.4763354,False,Saanich--Panama Flats,2014-06-10 16:50,Calidris mauri,1,L633025,True,wessan,False,-123.4029007,Western Sandpiper
S18785308,46.9444663,False,Ocean Shores--Oyhut Wildlife Area,2014-06-11 07:45,Calidris mauri,1,L109535,True,wessan,False,-124.1522412,Western Sandpiper
S18765480,64.4831392,False,Nome River Mouth,2014-06-11 20:05,Calidris mauri,5,L279360,True,wessan,False,-165.3024186,Western Sandpiper
S18774056,64.5215742,True,Milepost 27,2014-06-12 17:00,Calidris mauri,2,L2917347,True,wessan,False,-164.5353699,Western Sandpiper
S21424787,50.1039,False,Cortes Island ferry,2014-06-12 12:00,Calidris mauri,,L343987,True,wessan,False,-125.12309,Western Sandpiper
S18845127,38.3238144,False,Bodega Bay--harbor and immediate vicinity,2014-06-13 11:00,Calidris mauri,3,L109489,True,wessan,False,-123.0488491,Western Sandpiper
S18856761,64.4831392,False,Nome River Mouth,2014-06-13 17:10,Calidris mauri,1,L279360,True,wessan,False,-165.3024186,Western Sandpiper
S18786499,36.2321583,False,Westlake North Ponds (No Longer in Use),2014-06-14 08:50,Calidris mauri,1,L589029,True,wessan,True,-119.8205853,Western Sandpiper
S18857520,64.4792511,False,Safety Sound general area,2014-06-14 21:55,Calidris mauri,2,L209518,True,wessan,False,-164.7624136,Western Sandpiper
S18896364,50.6874716,True,Sea Otter Cove,2014-06-14 15:00,Calidris mauri,1,L2940159,True,wessan,False,-128.3494091,Western Sandpiper
S18799392,33.7457864,False,Seal Beach NWR (restricted access),2014-06-15 11:55,Calidris mauri,1,L332226,True,wessan,False,-118.0769491,Western Sandpiper
S18877361,64.6469307,False,Kougarok Rd.--Nome River,2014-06-15 13:35,Calidris mauri,1,L755300,True,wessan,False,-165.2924824,Western Sandpiper
S18829535,32.588024,False,YMCA--Camp Surf,2014-06-16 07:15,Calidris mauri,9,L802205,True,wessan,False,-117.1323314,Western Sandpiper
S103544725,71.2612449,False,Utqiaġvik--Fresh Water Lake Rd.,2014-06-16 14:30,Calidris mauri,5,L1212588,True,wessan,False,-156.7718339,Western Sandpiper
S18894169,64.4461086,True,Nome - Council Road M15,2014-06-17 22:35,Calidris mauri,3,L1544011,True,wessan,False,-164.9442289,Western Sandpiper
S18831299,33.6427729,False,Lake Elsinore--south levee and back basin,2014-06-18 08:25,Calidris mauri,2,L1743855,True,wessan,True,-117.3317176,Western Sandpiper
S31115975,64.4831392,False,Nome River Mouth,2014-06-18 21:35,Calidris mauri,65,L279360,True,wessan,False,-165.3024186,Western Sandpiper
S19062939,28.7914163,False,Estero Santa Cruz,2014-06-18 06:47,Calidris mauri,3,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S18841799,33.9654304,True,Ballona Wetlands ER,2014-06-19 14:00,Calidris mauri,1,L2604379,True,wessan,False,-118.444891,Western Sandpiper
S18983067,64.4831392,False,Nome River Mouth,2014-06-19 17:15,Calidris mauri,4,L279360,True,wessan,False,-165.3024186,Western Sandpiper
S18840741,21.6070037,False,Granja de Camarón Chacalilla,2014-06-19 18:40,Calidris mauri,1,L592109,True,wessan,True,-105.2806091,Western Sandpiper
S18849458,33.249223,True,Camp Pendleton--White Beach (south),2014-06-20 10:35,Calidris mauri,1,L2932727,True,wessan,False,-117.4317577,Western Sandpiper
S18991159,64.4831392,False,Nome River Mouth,2014-06-20 20:07,Calidris mauri,2,L279360,True,wessan,False,-165.3024186,Western Sandpiper
S18864136,34.6909567,False,Ocean Beach County Park and Santa Ynez River Estuary,2014-06-21 10:54,Calidris mauri,3,L989821,True,wessan,False,-120.6003785,Western Sandpiper
S18854924,44.0561844,False,"Fern Ridge WMA--Fisher Butte Unit south (dikes around Pond 1, 2, and east edge of 3)",2014-06-21 09:10,Calidris mauri,5,L716976,True,wessan,False,-123.2576752,Western Sandpiper
S19065796,64.8219296,False,Nome-Teller Hwy.--34 Mile Ridge,2014-06-21 22:35,Calidris mauri,2,L2942287,True,wessan,False,-166.0375786,Western Sandpiper
S18877709,46.2286726,False,Fort Stevens SP--South Jetty/Parking Area C,2014-06-22 14:20,Calidris mauri,4,L887381,True,wessan,False,-124.0217721,Western Sandpiper
S18876453,48.1666667,False,Crockett Lake,2014-06-22 14:19,Calidris mauri,16,L109534,True,wessan,False,-122.65,Western Sandpiper
S18894337,64.4461086,True,Nome - Council Road M15,2014-06-22 15:43,Calidris mauri,8,L1544011,True,wessan,False,-164.9442289,Western Sandpiper
S18921853,38.1801109,False,American Canyon Wetlands,2014-06-23 10:00,Calidris mauri,6,L650670,True,wessan,True,-122.2731047,Western Sandpiper
S18891303,60.789058,True,"US-AK-Mekoryuk, Alaska",2014-06-23 21:45,Calidris mauri,4,L2340008,True,wessan,False,-161.80949,Western Sandpiper
S18901140,37.5033407,False,Pillar Point Harbor,2014-06-24 18:52,Calidris mauri,1,L242192,True,wessan,False,-122.4819213,Western Sandpiper
S18898656,44.5213563,False,Ona Beach SP,2014-06-24 10:30,Calidris mauri,8,L798371,True,wessan,False,-124.0740108,Western Sandpiper
S18939145,64.4461086,True,Nome - Council Road M15,2014-06-24 14:11,Calidris mauri,8,L1544011,True,wessan,False,-164.9442289,Western Sandpiper
S18900522,49.0659373,False,Delta—Boundary Bay,2014-06-24 10:35,Calidris mauri,4,L339316,True,wessan,False,-122.9678249,Western Sandpiper
S18910119,34.2733696,False,Saticoy Spreading Ponds,2014-06-25 17:16,Calidris mauri,1,L354230,True,wessan,False,-119.1251398,Western Sandpiper
S34295848,47.6053895,False,Olympic NP--Kalaloch,2014-06-25 15:30,Calidris mauri,80,L383517,True,wessan,False,-124.3737439,Western Sandpiper
S19098210,64.9482299,True,Teller Road--Tombstone Ridge,2014-06-25 14:30,Calidris mauri,6,L1551066,True,wessan,False,-166.2040993,Western Sandpiper
S18910985,50.387241,False,Sayward--Salmon River estuary mudflats,2014-06-25 19:30,Calidris mauri,5,L2027545,True,wessan,False,-125.9532845,Western Sandpiper
S19048474,28.4610029,False,Estero Cardonal,2014-06-25 07:55,Calidris mauri,135,L1585554,True,wessan,True,-111.7038983,Western Sandpiper
S18921903,36.1807372,False,Tulare WTP,2014-06-26 19:00,Calidris mauri,18,L573594,True,wessan,False,-119.3752957,Western Sandpiper
S18924224,44.78062,True,"Turner, 12400-12446 Duckflat Road Southeast",2014-06-26 18:44,Calidris mauri,,L2896221,True,wessan,False,-122.93923,Western Sandpiper
S19067369,65.168508,True,Teller Rd - Rocky Hill MP62,2014-06-26 20:34,Calidris mauri,1,L2972382,True,wessan,False,-166.297431,Western Sandpiper
S18930300,33.6637274,False,"IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine",2014-06-27 17:32,Calidris mauri,2,L109339,True,wessan,False,-117.8426814,Western Sandpiper
S18929551,44.3055777,False,Yachats Ocean Rd.,2014-06-27 15:45,Calidris mauri,12,L1240520,True,wessan,False,-124.1053391,Western Sandpiper
S19067646,64.5638908,True,Council Rd - MP 35,2014-06-27 22:54,Calidris mauri,1,L2972390,True,wessan,False,-164.4356346,Western Sandpiper
S18932073,49.0796846,False,Tofino airport (restricted access),2014-06-27 03:15,Calidris mauri,25,L481331,True,wessan,False,-125.7773177,Western Sandpiper
S18940632,38.0401149,False,Shell Pond,2014-06-28 17:30,Calidris mauri,4,L2040298,True,wessan,False,-121.95292,Western Sandpiper
S18939322,45.505,False,Jackson Bottom Wetlands Preserve,2014-06-28 17:56,Calidris mauri,9,L159584,True,wessan,True,-122.9889,Western Sandpiper
S18951971,46.7926495,True,Grayland Beach State Park,2014-06-28 19:00,Calidris mauri,12,L1444100,True,wessan,False,-124.1010252,Western Sandpiper
S19098258,64.8176927,True,Teller Road--34 Mile Ridge,2014-06-28 20:50,Calidris mauri,12,L1544668,True,wessan,False,-165.9920975,Western Sandpiper
S18939914,49.06564,False,Delta--Brunswick Point,2014-06-28 17:00,Calidris mauri,200,L348443,True,wessan,False,-123.15415,Western Sandpiper
S19056399,32.6587429,False,Delta Beach--south overlook,2014-06-29 19:25,Calidris mauri,60,L716363,True,wessan,False,-117.1546412,Western Sandpiper
S18949594,44.7846415,True,Duckflat road,2014-06-29 19:00,Calidris mauri,50,L2950581,True,wessan,True,-122.9327202,Western Sandpiper
S18976341,46.9048891,True,Johns River marsh at Cranberry Plant,2014-06-29 19:10,Calidris mauri,67,L2956586,True,wessan,False,-123.9948374,Western Sandpiper
S19098443,64.8176927,True,Teller Road--34 Mile Ridge,2014-06-29 14:00,Calidris mauri,20,L1544668,True,wessan,False,-165.9920975,Western Sandpiper
S18977163,33.8854488,False,San Jacinto Wildlife Area,2014-06-30 23:25,Calidris mauri,20,L163561,True,wessan,True,-117.104104,Western Sandpiper
S18959130,44.5185755,False,Philomath Sewage Ponds (restricted access),2014-06-30 17:46,Calidris mauri,2,L493044,True,wessan,False,-123.3444586,Western Sandpiper
S18953410,47.8085287,False,Edmonds Marsh,2014-06-30 08:30,Calidris mauri,1,L374380,True,wessan,False,-122.3864508,Western Sandpiper
S19225384,64.8355384,True,Teller Road--Feather River,2014-06-30 11:32,Calidris mauri,20,L1610694,True,wessan,False,-165.979847,Western Sandpiper
S18959333,49.0699049,False,Delta—Boundary Bay 96-88 St. (mansion),2014-06-30 18:00,Calidris mauri,110,L341182,True,wessan,False,-122.9679319,Western Sandpiper
S18967752,41.8951218,False,Alexandre Dairy,2014-07-01 17:50,Calidris mauri,53,L375293,True,wessan,False,-124.1744328,Western Sandpiper
S18968043,44.0561844,False,"Fern Ridge WMA--Fisher Butte Unit south (dikes around Pond 1, 2, and east edge of 3)",2014-07-01 18:00,Calidris mauri,130,L716976,True,wessan,False,-123.2576752,Western Sandpiper
S18962749,47.8085287,False,Edmonds Marsh,2014-07-01 09:00,Calidris mauri,2,L374380,True,wessan,False,-122.3864508,Western Sandpiper
S19067736,64.4461086,True,Nome - Council Road M15,2014-07-01 13:04,Calidris mauri,5,L1544011,True,wessan,False,-164.9442289,Western Sandpiper
S18967172,48.4214546,False,Jordan River,2014-07-01 11:05,Calidris mauri,4,L345753,True,wessan,False,-124.0534522,Western Sandpiper
S18976574,39.6943094,False,Chico Oxidation Ponds (restricted access),2014-07-02 18:47,Calidris mauri,10,L470705,True,wessan,False,-121.9103909,Western Sandpiper
S19125560,44.3513197,False,Murray Reservoir,2014-07-02 16:12,Calidris mauri,1,L752848,True,wessan,False,-118.1040359,Western Sandpiper
S18991570,47.8085287,False,Edmonds Marsh,2014-07-02 14:20,Calidris mauri,30,L374380,True,wessan,False,-122.3864508,Western Sandpiper
S19225392,64.4792511,False,Safety Sound general area,2014-07-02 11:52,Calidris mauri,5,L209518,True,wessan,False,-164.7624136,Western Sandpiper
S18977493,49.2213299,False,Iona Island (General),2014-07-02 13:06,Calidris mauri,170,L261851,True,wessan,False,-123.2110997,Western Sandpiper
S18987225,33.6637274,False,"IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine",2014-07-03 18:03,Calidris mauri,2,L109339,True,wessan,False,-117.8426814,Western Sandpiper
S18982651,44.6231604,False,Mark Hatfield Marine Science Center and Estuary Trail,2014-07-03 12:30,Calidris mauri,25,L613298,True,wessan,False,-124.0434766,Western Sandpiper
S18983760,48.091838,False,Gibson Spit,2014-07-03 15:43,Calidris mauri,3,L279002,True,wessan,False,-123.0452702,Western Sandpiper
S19225407,64.8540795,True,Teller Road--37 Mile Ridge,2014-07-03 15:15,Calidris mauri,3,L1544669,True,wessan,False,-166.0847947,Western Sandpiper
S20585328,48.969269,True,Kennedy River,2014-07-03 07:00,Calidris mauri,12,L3167092,True,wessan,False,-125.5762317,Western Sandpiper
S19004946,37.4185723,False,Nik and Nik Gravel Ponds,2014-07-04 19:48,Calidris mauri,3,L1130613,True,wessan,False,-118.4019756,Western Sandpiper
S18990254,44.0705825,False,Fern Ridge WMA--Royal Ave. area (general),2014-07-04 10:00,Calidris mauri,25,L487048,True,wessan,False,-123.2574606,Western Sandpiper
S19000329,46.1288528,False,Iowa Dodd Beef/Tyson Ponds,2014-07-04 10:00,Calidris mauri,28,L262792,True,wessan,False,-118.8985787,Western Sandpiper
S18992995,64.493702,False,Nome--East End Park,2014-07-04 16:00,Calidris mauri,4,L1667663,True,wessan,False,-165.3742526,Western Sandpiper
S18993323,49.0659373,False,Delta—Boundary Bay,2014-07-04 14:10,Calidris mauri,1600,L339316,True,wessan,False,-122.9678249,Western Sandpiper
S19004948,33.0940148,False,Batiquitos Lagoon--east end,2014-07-05 18:10,Calidris mauri,15,L683111,True,wessan,False,-117.2795257,Western Sandpiper
S19004611,44.5213563,False,Ona Beach SP,2014-07-05 15:00,Calidris mauri,11,L798371,True,wessan,False,-124.0740108,Western Sandpiper
S19002805,47.9941723,False,Discovery Bay,2014-07-05 20:37,Calidris mauri,3,L808110,True,wessan,False,-122.8819084,Western Sandpiper
S19002896,58.3523993,False,Mendenhall Wetlands SGR--Airport Dike Trail,2014-07-05 18:40,Calidris mauri,20,L152823,True,wessan,False,-134.5945144,Western Sandpiper
S19003408,49.3286928,False,Englishman River Estuary--Plummer Rd side,2014-07-05 19:15,Calidris mauri,12,L1632373,True,wessan,False,-124.2867326,Western Sandpiper
S19076152,38.9397508,False,Tahoe Marsh--via San Francisco Ave.,2014-07-06 18:16,Calidris mauri,3,L1259871,True,wessan,True,-119.9931049,Western Sandpiper
S19005549,42.4336881,False,White City Lagoons (Kirtland Rd. Ponds),2014-07-06 05:50,Calidris mauri,8,L463228,True,wessan,False,-122.9128075,Western Sandpiper
S19321706,48.7871878,False,Sandy Point,2014-07-06 16:00,Calidris mauri,200,L433644,True,wessan,False,-122.7081871,Western Sandpiper
S19016772,64.4831392,False,Nome River Mouth,2014-07-06 20:00,Calidris mauri,8,L279360,True,wessan,False,-165.3024186,Western Sandpiper
S19016625,49.3286928,False,Englishman River Estuary--Plummer Rd side,2014-07-06 20:00,Calidris mauri,60,L1632373,True,wessan,False,-124.2867326,Western Sandpiper
S19049599,40.857361,False,Arcata Marsh and Wildlife Sanctuary,2014-07-07 21:15,Calidris mauri,6,L189487,True,wessan,False,-124.094612,Western Sandpiper
S19021006,44.0705825,False,Fern Ridge WMA--Royal Ave. area (general),2014-07-07 08:59,Calidris mauri,48,L487048,True,wessan,False,-123.2574606,Western Sandpiper
S19049849,59.759125,True,"Quinhagak, AK 59.7591x-161.8717 - Jul 7, 2014, 10:22 PM",2014-07-07 22:22,Calidris mauri,1,L2968772,True,wessan,False,-161.871719,Western Sandpiper
S19039541,56.2705556,False,Fort St. John--north sewage lagoons,2014-07-07 17:20,Calidris mauri,2,L341490,True,wessan,False,-120.7766667,Western Sandpiper
S19049844,35.338374,True,South Bay Blvd Overlook,2014-07-08 19:28,Calidris mauri,30,L583035,True,wessan,False,-120.8241177,Western Sandpiper
S19050161,44.0561844,False,"Fern Ridge WMA--Fisher Butte Unit south (dikes around Pond 1, 2, and east edge of 3)",2014-07-08 18:50,Calidris mauri,90,L716976,True,wessan,False,-123.2576752,Western Sandpiper
S19049828,47.9216197,False,Nature Conservancy Foulweather Bluff Preserve,2014-07-08 19:00,Calidris mauri,7,L601513,True,wessan,False,-122.6001048,Western Sandpiper
S19050499,59.759125,True,"Quinhagak, AK 59.7591x-161.8717 - Jul 7, 2014, 10:22 PM",2014-07-08 19:55,Calidris mauri,22,L2968772,True,wessan,False,-161.871719,Western Sandpiper
S19180737,49.06564,False,Delta--Brunswick Point,2014-07-08 17:35,Calidris mauri,300,L348443,True,wessan,False,-123.15415,Western Sandpiper
S19060897,38.3097893,True,Doran Regional Park Harbor side,2014-07-09 18:00,Calidris mauri,200,L2687912,True,wessan,False,-123.0538273,Western Sandpiper
S19060551,45.2491806,False,Ladd Marsh WMA--Peach Rd.,2014-07-09 18:15,Calidris mauri,30,L948401,True,wessan,False,-117.9520941,Western Sandpiper
S19058624,47.0812514,False,Billy Frank Jr. Nisqually NWR,2014-07-09 15:43,Calidris mauri,50,L282253,True,wessan,False,-122.7180576,Western Sandpiper
S19058638,71.2932,True,Barrow - Plots 1  and  2,2014-07-09 09:59,Calidris mauri,1,L2966965,True,wessan,False,-156.65439,Western Sandpiper
S52423479,48.6059293,True,West Coast Trail,2014-07-09 10:25,Calidris mauri,10,L8565105,True,wessan,False,-124.7300147,Western Sandpiper
S19067995,37.8677392,False,Byron WTP ,2014-07-10 18:50,Calidris mauri,10,L801357,True,wessan,False,-121.6153049,Western Sandpiper
S19067286,45.4776166,False,Oaks Bottom Wildlife Refuge,2014-07-10 18:20,Calidris mauri,5,L453974,True,wessan,False,-122.6553154,Western Sandpiper
S19067432,48.2375896,True,Eide Road - Stanwood,2014-07-10 18:30,Calidris mauri,100,L1541208,True,wessan,False,-122.3801565,Western Sandpiper
S18973617,64.490727,False,Nome-Council Rd.--Nome to Nome River,2014-07-10 14:11,Calidris mauri,1,L629416,True,wessan,False,-165.3564262,Western Sandpiper
S19067360,49.2188889,False,Iona Island Inner Ponds (NOW CLOSED TO PUBLIC),2014-07-10 20:00,Calidris mauri,1,L339172,True,wessan,False,-123.2055556,Western Sandpiper
S19075450,37.4770523,False,Half Moon Bay SB--Venice Beach and Pilarcitos/Frenchman's Creek Mouth,2014-07-11 19:40,Calidris mauri,6,L329541,True,wessan,False,-122.4492789,Western Sandpiper
S19092421,44.3352042,False,Redmond Sewage Ponds (closed for construction),2014-07-11 16:10,Calidris mauri,8,L1637039,True,wessan,False,-121.2192706,Western Sandpiper
S19102330,46.440696,False,Long Beach Peninsula,2014-07-11 19:30,Calidris mauri,200,L468651,True,wessan,False,-124.0583038,Western Sandpiper
S19075798,71.25499,True,Barrow - Plots 3  and  5,2014-07-11 09:48,Calidris mauri,1,L2973800,True,wessan,False,-156.53218,Western Sandpiper
S19073639,50.6187564,False,Kamloops--Rose Hill Road,2014-07-11 11:33,Calidris mauri,1,L1290709,True,wessan,False,-120.2505112,Western Sandpiper
S19084837,33.0940148,False,Batiquitos Lagoon--east end,2014-07-12 18:40,Calidris mauri,15,L683111,True,wessan,False,-117.2795257,Western Sandpiper
S19084803,43.9109717,False,Little Lava Lake,2014-07-12 14:10,Calidris mauri,1,L2976087,True,wessan,False,-121.7565823,Western Sandpiper
S19084117,47.8085287,False,Edmonds Marsh,2014-07-12 18:58,Calidris mauri,8,L374380,True,wessan,False,-122.3864508,Western Sandpiper
S19366556,60.525399,False,"Kenai--Warren Ames Bridge (river, flats & gull roost)",2014-07-12 19:05,Calidris mauri,2,L2765154,True,wessan,False,-151.2090182,Western Sandpiper
S19084352,53.4011787,False,Haida Gwaii--Jungle Beach at Lawnhill Creek mouth,2014-07-12 17:25,Calidris mauri,600,L2314938,True,wessan,False,-131.9248956,Western Sandpiper
S19094491,41.832863,False,Lake Tolowa,2014-07-13 18:25,Calidris mauri,26,L485952,True,wessan,False,-124.2165756,Western Sandpiper
S19093827,42.4099597,False,Agate Lake,2014-07-13 20:08,Calidris mauri,21,L389855,True,wessan,False,-122.7708006,Western Sandpiper
S19093118,47.8085287,False,Edmonds Marsh,2014-07-13 18:00,Calidris mauri,23,L374380,True,wessan,False,-122.3864508,Western Sandpiper
S25336447,71.264373,True,USFWS Shorebird Demography Plots,2014-07-13 07:00,Calidris mauri,4,L3946625,True,wessan,False,-156.634806,Western Sandpiper
S19114590,48.4257613,False,Esquimalt Lagoon,2014-07-13 17:30,Calidris mauri,200,L350246,True,wessan,False,-123.4631732,Western Sandpiper
S19103509,33.9781005,False,Ballona Creek--Lincoln Blvd. to 90 Fwy,2014-07-14 18:30,Calidris mauri,30,L978650,True,wessan,False,-118.4265232,Western Sandpiper
S19127685,42.2199686,False,Hunter's Hot Springs,2014-07-14 17:00,Calidris mauri,10,L901002,True,wessan,False,-120.3677344,Western Sandpiper
S19103431,47.9216197,False,Nature Conservancy Foulweather Bluff Preserve,2014-07-14 18:26,Calidris mauri,28,L601513,True,wessan,False,-122.6001048,Western Sandpiper
S19108554,56.5776409,False,St. George Island,2014-07-14 22:33,Calidris mauri,1,L599648,True,wessan,True,-169.6069336,Western Sandpiper
